NAME_LAT,obl,urban,turnout,untru,Gritsenko,Litvin,Simonenko,Timoshenko,Tigipko,Tyagnibok,Yushchenko,Yanukovich_ratio,Yanukovich,Yatsenyuk,agall,ukrlan,ruslan,ukrpop,ruspop,physical_dist,rail_dist,auto_dist,pop,sqkm,pop2013,citypop2013,ruralpop2013,pop2013average,Population,citypop2013average,ruralpop2013average,pctprofit,Distance,Russian_ratio,Area,Density,Salary,distance_100,density_100,salary_100,population_100,Activism_ratio,Russian_ratio2,ruspop2,cap_arm._first_war,cap_art._first_war,cap_roc._first_war,lost_air._first_war,lost_arm._first_war,lost_art._first_war,lost_roc._first_war,cap_arm._second_war,cap_art._second_war,cap_roc._second_war,lost_air._second_war,lost_arm._second_war,lost_art._second_war,lost_roc._second_war,lost_no_air_all
Kreminskyi,2,0,0.667841765,0.017528307,0.003586251,0.007978402,0.057662086,0.062739251,0.069508804,0.001652093,0.007373978,0.723375106,72.3375106,0.029052666,0.011282589,0.787,0.208,0.851,0.135,572.25,NA,699.49,41574,1635.2,41313,24499,16814,41561,41561,24626,16935,77.1,699.49,0.208,1635.2,25.42441292,1988,0.69949,0.002542441,0.1988,0.041561,0.667841765,0.043264,0.018225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Luhanska,2,1,0.705952112,0.012662227,0.005675145,0.005849822,0.046185351,0.06627321,0.164181545,0.003244533,0.006823554,0.63475404,63.475404,0.027539507,0.017772459,0.143,0.847,0.5,0.47,650,900,860,459294,286.2,463313,460307,3006,464222,464222,461204,3018,66.4,860,0.847,286.2,1604.800839,2850,0.86,0.160480084,0.285,0.464222,0.705952112,0.717409,0.2209,3,0,0,0,13,1,0,1,0,0,0,4,1,1,20
Lutuhynskyi,2,0,0.717292197,0.008967063,0.003030079,0.005050132,0.051067918,0.04968837,0.087281058,0.002438844,0.006602124,0.7405464,74.05464,0.024068189,0.011775429,0.493,0.498,0.71,0.267,664.93,NA,815.45,67322,1057.28,67136,49421,17715,67350,67350,49577,17773,67.5,815.45,0.498,1057.28,63.67471247,3274,0.81545,0.006367471,0.3274,0.06735,0.717292197,0.248004,0.071289,20,7,0,2,73,1,3,0,0,0,0,6,0,0,83
Lysychanska,2,1,0.665224168,0.027809465,0.002451056,0.005256667,0.039293973,0.046955449,0.061785109,0.001541545,0.005811623,0.758270387,75.8270387,0.027886542,0.015107137,0.353,0.629,0.667,0.305,592.1,747,720,114905,95.64,118957,118957,0,119383,119383,119383,0,58.9,720,0.629,95.64,1201.432455,2998,0.72,0.120143246,0.2998,0.119383,0.665224168,0.395641,0.093025,5,0,0,0,2,0,0,0,0,0,0,1,0,0,3
Makiivska,1,1,0.681056959,0.009058098,0.001834905,0.003609268,0.028808942,0.032669694,0.059028991,0.001527535,0.005262545,0.8143253,81.43253,0.02179532,0.014041216,0.124,0.866,0.45,0.508,605,867,713,431023,426,390403,389360,1043,391312,391312,390257,1055,80.4,713,0.866,426,1011.79108,3383,0.713,0.101179108,0.3383,0.391312,0.681056959,0.749956,0.258064,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
Marinskyi,1,0,0.744116199,0.00974235,0.002938796,0.007294431,0.055049485,0.046023692,0.062498895,0.00193001,0.007308841,0.758569388,75.8569388,0.028249634,0.011012425,0.565,0.43,0.785,0.184,570.61,NA,421.5,90045,1350.5,83887,55634,28253,84102,84102,55761,28341,83.6,421.5,0.43,1350.5,66.67530544,3048,0.4215,0.006667531,0.3048,0.084102,0.744116199,0.1849,0.033856,4,0,0,3,9,0,0,0,0,0,0,16,0,0,25
Mariupolska,1,1,0.685017794,0.009540883,0.006642438,0.007471727,0.042671772,0.047631243,0.079229575,0.002536647,0.007870111,0.712110864,71.2110864,0.036574063,0.020841972,0.099,0.895,0.487,0.444,635,876,762,510835,243.9,480897,479986,911,482288,482288,481378,910,73.3,762,0.895,243.9,2094.444444,3924,0.762,0.209444444,0.3924,0.482288,0.685017794,0.801025,0.197136,2,0,0,0,3,3,0,0,0,0,0,3,0,0,9
Markivskyi,2,0,0.799720917,0.012122325,0.00174488,0.017173294,0.067040132,0.09964184,0.069244191,0.001561209,0.01267334,0.662687115,66.2687115,0.029020112,0.011754982,0.938,0.058,0.93,0.057,659.35,NA,788.79,15681,1166.48,15547,6149,9398,15647,15647,6198,9449,75,788.79,0.058,1166.48,13.44300802,2026,0.78879,0.001344301,0.2026,0.015647,0.799720917,0.003364,0.003249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milovskyi,2,0,0.72043587,0.013761468,0.000495909,0.009422266,0.079097446,0.093106868,0.06967518,0.001735681,0.009546243,0.689065212,68.9065212,0.016241012,0.008430449,0.738,0.241,0.777,0.196,684.04,NA,812.92,15576,971.05,15472,5926,9546,15521,15521,5935,9586,95.8,812.92,0.241,971.05,16.04036867,1989,0.81292,0.001604037,0.1989,0.015521,0.72043587,0.058081,0.038416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novoaidarskyi,2,0,0.755059462,0.013954131,0.002486875,0.008565902,0.079579994,0.071152252,0.070945012,0.001934236,0.00953302,0.694114396,69.4114396,0.027010224,0.011121857,0.46,0.536,0.561,0.427,637.7,NA,757.47,25263,1535.78,25123,8506,16617,25209,25209,8531,16678,75,757.47,0.536,1535.78,16.44962169,2218,0.75747,0.001644962,0.2218,0.025209,0.755059462,0.287296,0.182329,0,0,0,0,8,0,2,0,2,0,0,10,0,0,20
Novoazovskyi,1,0,0.746154805,0.009720519,0.002941133,0.007345305,0.055548429,0.046045861,0.06224329,0.001934424,0.007346491,0.758413253,75.8413253,0.028316733,0.010823569,0.402,0.593,0.672,0.295,652.15,NA,812.34,38902,1045,35630,14434,21196,35684,35684,14443,21241,82.6,812.34,0.593,1045,37.22679426,2848,0.81234,0.003722679,0.2848,0.035684,0.746154805,0.351649,0.087025,2,0,0,0,3,0,0,0,0,0,0,12,0,0,15
Novohrodivska,1,1,0.66516129,0.011275461,0.002788555,0.006183317,0.048617847,0.067531523,0.061954413,0.002667313,0.004970902,0.739694471,73.9694471,0.027764306,0.016610087,0.298,0.692,0.618,0.339,555,802,671,17559,6,15281,15281,0,15339,15339,15339,0,75.6,671,0.692,6,2926.5,5735,0.671,0.29265,0.5735,0.015339,0.66516129,0.478864,0.114921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novopskovskyi,2,0,0.766763092,0.013155985,0.002224909,0.01426844,0.090157195,0.095090689,0.080386941,0.002079807,0.009818622,0.643675937,64.3675937,0.018573156,0.014171705,0.922,0.075,0.922,0.069,624.28,NA,776.8,35091,1623.08,34911,13887,21024,34983,34983,13893,21090,74.7,776.8,0.075,1623.08,21.62000641,2043,0.7768,0.002162001,0.2043,0.034983,0.766763092,0.005625,0.004761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oleksandrivskyi,1,0,0.74819341,0.009698689,0.002943469,0.007396179,0.056047372,0.04606803,0.061987686,0.001938838,0.007384141,0.758257118,75.8257118,0.028383833,0.010634714,0.895,0.1,0.919,0.067,497.25,NA,564.21,23036,1010,19339,3671,15668,19455,19455,3680,15775,65.3,564.21,0.1,1010,22.80792079,2333,0.56421,0.002280792,0.2333,0.019455,0.74819341,0.01,0.004489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perevalskyi,2,0,0.730636334,0.010574551,0.001145576,0.007578428,0.059746211,0.098020209,0.060715545,0.001439314,0.005698508,0.719598167,71.9598167,0.015744331,0.013658795,0.232,0.764,0.567,0.406,631.46,NA,763.82,71444,806.85,71096,66813,4283,71391,71391,67061,4330,59.1,763.82,0.764,806.85,88.54681787,3114,0.76382,0.008854682,0.3114,0.071391,0.730636334,0.583696,0.164836,3,0,0,0,1,0,0,10,0,0,0,17,2,0,20
Pershotravnevyi,1,0,0.750232016,0.009676859,0.002945806,0.007447052,0.056546315,0.046090199,0.061732081,0.001943252,0.00742179,0.758100984,75.8100984,0.028450932,0.010445858,0.224,0.766,0.503,0.269,627.61,NA,389.98,29312,792,27102,13572,13530,27176,27176,13585,13591,78.5,389.98,0.766,792,37.01010101,2662,0.38998,0.00370101,0.2662,0.027176,0.750232016,0.586756,0.072361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pervomaiska,2,1,0.65947479,0.008247142,0.002585738,0.005797496,0.055008165,0.044229722,0.062112139,0.001360915,0.006777354,0.774469243,77.4469243,0.02150245,0.01162221,0.379,0.571,0.659,0.273,611.42,867,716,43094,88.54,69544,69544,0,69794,69794,69794,0,57.6,716,0.571,88.54,486.7178676,3456,0.716,0.048671787,0.3456,0.069794,0.65947479,0.326041,0.074529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Popasnianskyi,2,0,0.713601423,0.008079103,0.001447003,0.005064512,0.048997146,0.041078821,0.053820491,0.001406809,0.006069376,0.795048032,79.5048032,0.0228305,0.010048635,0.641,0.356,0.811,0.175,595.8,NA,727,40524,1324.75,40303,30978,9325,40500,40500,31100,9400,63.7,727,0.356,1324.75,30.58992263,2832,0.727,0.003058992,0.2832,0.0405,0.713601423,0.126736,0.030625,1,0,0,0,4,0,0,4,1,0,0,32,1,0,37
Rovenkivska,2,1,0.74054677,0.014045663,0.002383626,0.006382602,0.05917696,0.088548746,0.081890353,0.002009338,0.005634025,0.698500877,69.8500877,0.020093375,0.014282056,0.212,0.783,0.636,0.337,693.76,NA,827.07,53609,217.08,83436,80357,3079,83692,83692,80597,3095,59.8,827.07,0.783,217.08,246.9550396,4387,0.82707,0.024695504,0.4387,0.083692,0.74054677,0.613089,0.113569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubizhanska,2,1,0.696144755,0.013727901,0.002751434,0.004975998,0.058658237,0.04768177,0.08014284,0.00201967,0.00506381,0.733988994,73.3988994,0.028070484,0.015835382,0.39,0.601,0.663,0.313,586.7,NA,700.57,65564,33.76,60014,60014,0,60194,60194,60194,0,60.4,700.57,0.601,33.76,1942.061611,3025,0.70057,0.194206161,0.3025,0.060194,0.696144755,0.361201,0.097969,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3
Selydivska,1,1,0.644913793,0.01864724,0.004244085,0.004678519,0.044713274,0.065666355,0.061723032,0.001771154,0.006148911,0.739406496,73.9406496,0.027402754,0.01731052,0.26,0.73,0.593,0.367,554.52,815,665,62819,10.8,53808,53808,0,54005,54005,54005,0,84,665,0.73,10.8,5816.574074,3815,0.665,0.581657407,0.3815,0.054005,0.644913793,0.5329,0.134689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shakhtarska,1,1,0.739354578,0.007344913,0.001811414,0.005037221,0.032382134,0.03133995,0.063076923,0.00146402,0.004689826,0.812406948,81.2406948,0.022679901,0.010818859,0.225,0.763,0.577,0.377,629,936,756,72711,51,60443,58618,1825,60692,60692,58860,1832,81.7,756,0.763,51,1425.705882,3115,0.756,0.142570588,0.3115,0.060692,0.739354578,0.582169,0.142129,4,0,0,1,10,0,0,5,1,0,0,13,0,0,23
Shakhtarskyi,1,0,0.758386438,0.009589538,0.002955152,0.007650548,0.058542088,0.046178874,0.060709664,0.001960908,0.00757239,0.757476444,75.7476444,0.02871933,0.009690436,0.534,0.463,0.744,0.233,670.19,NA,783.35,24262,1100,19541,0,19541,19652,19652,0,19652,74.5,783.35,0.463,1100,22.05636364,2432,0.78335,0.002205636,0.2432,0.019652,0.758386438,0.214369,0.054289,13,0,1,3,92,2,3,3,0,0,0,8,0,0,105
Sievierodonetska,2,1,0.707182153,0.010124555,0.004904975,0.007521915,0.038810794,0.056743268,0.098814512,0.003003046,0.006463699,0.716297959,71.6297959,0.033105007,0.016287949,0.283,0.708,0.59,0.387,598.37,NA,711,120225,58,119439,118187,1252,119652,119652,118399,1253,60,711,0.708,58,2072.844828,3314,0.711,0.207284483,0.3314,0.119652,0.707182153,0.501264,0.149769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovianoserbskyi,2,0,0.7482932,0.010110039,0.002465863,0.005548192,0.056807324,0.068396881,0.074222483,0.001756928,0.006596184,0.729987979,72.9987979,0.02613815,0.011558734,0.389,0.604,0.65,0.328,645.41,NA,782.74,55006,1113.37,54761,35571,19190,54941,54941,35686,19255,71.2,782.74,0.604,1113.37,49.40495972,2576,0.78274,0.004940496,0.2576,0.054941,0.7482932,0.364816,0.107584,5,0,0,0,29,1,0,0,0,0,0,8,0,0,38
Slovianska,1,1,0.63053632,0.013585208,0.005033677,0.005720088,0.03662286,0.040898626,0.0719158,0.002302335,0.008365628,0.754322241,75.4322241,0.031174477,0.015158232,0.438,0.546,0.731,0.236,537,632,772,142873,74,137042,137042,0,137413,137413,137413,0,76.5,772,0.546,74,1930.716216,3140,0.772,0.193071622,0.314,0.137413,0.63053632,0.298116,0.055696,1,0,0,1,11,0,0,0,0,0,0,0,0,0,11
Slovianskyi,1,0,0.752270621,0.009655029,0.002948143,0.007497926,0.057045258,0.046112367,0.061476477,0.001947666,0.00745944,0.757944849,75.7944849,0.028518032,0.010257003,0.832,0.156,0.871,0.105,529.38,NA,658.8,39188,1274,33966,14788,19178,34041,34041,14836,19205,NA,658.8,0.156,1274,30.75981162,2302,0.6588,0.003075981,0.2302,0.034041,0.752270621,0.024336,0.011025,1,0,0,3,6,0,0,0,0,0,0,4,0,0,10
Snizhnianska,1,1,0.628996164,0.006974446,0.00183538,0.004489623,0.046788084,0.027530707,0.061979387,0.001072992,0.004997882,0.805760271,80.5760271,0.022363405,0.009487505,0.153,0.836,0.513,0.451,655,805,794,83046,18.9,70094,69348,746,70345,70345,69585,760,67.5,794,0.836,18.9,4393.968254,3453,0.794,0.439396825,0.3453,0.070345,0.628996164,0.698896,0.203401,1,0,0,0,14,0,0,0,0,0,0,0,0,1,15
Stakhanovska,2,1,0.624017616,0.008615188,0.002233567,0.004542213,0.050339727,0.054825632,0.077761928,0.002064642,0.007245017,0.747269042,74.7269042,0.024569241,0.013288787,0.144,0.838,0.461,0.501,623.32,NA,745.43,90144,91.81,91491,91491,0,91727,91727,91727,0,62.7,745.43,0.838,91.81,981.8538286,2778,0.74543,0.098185383,0.2778,0.091727,0.624017616,0.702244,0.251001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
